player_name,date_of_birth/age,height,position,current_age_x,minutes_played,season,injury,from_date,to_date,days_out,matches_missed,injury_year,current_age_y,age_at_injury
Fabián Ruiz,Apr 3 1996 (29),189 m,Central Midfield,29,2654.0,22/23,Adductor pain,2022-11-05,"Nov 14, 2022",10 days,2,2022.0,29,26
Fabián Ruiz,Apr 3 1996 (29),189 m,Central Midfield,29,3177.0,21/22,Corona virus,2021-12-26,"Dec 29, 2021",4 days,-,2021.0,29,25
Fabián Ruiz,Apr 3 1996 (29),189 m,Central Midfield,29,3177.0,21/22,Adductor injury,2021-12-01,"Jan 8, 2022",39 days,7,2021.0,29,25
Fabián Ruiz,Apr 3 1996 (29),189 m,Central Midfield,29,3177.0,21/22,unknown injury,2021-11-23,"Nov 26, 2021",4 days,1,2021.0,29,25
Fabián Ruiz,Apr 3 1996 (29),189 m,Central Midfield,29,3177.0,21/22,Adductor pain,2021-11-03,"Nov 5, 2021",3 days,1,2021.0,29,25
Fabián Ruiz,Apr 3 1996 (29),189 m,Central Midfield,29,3945.0,20/21,Fitness,2021-02-05,"Feb 7, 2021",3 days,1,2021.0,29,25
Fabián Ruiz,Apr 3 1996 (29),189 m,Central Midfield,29,3945.0,20/21,Corona virus,2021-01-16,"Feb 4, 2021",20 days,6,2021.0,29,25
Fabián Ruiz,Apr 3 1996 (29),189 m,Central Midfield,29,4434.0,18/19,influenza,2019-03-16,"Mar 25, 2019",10 days,4,2019.0,29,23
Fabián Ruiz,Apr 3 1996 (29),189 m,Central Midfield,29,4434.0,18/19,unknown injury,2018-08-24,"Aug 31, 2018",8 days,1,2018.0,29,22
Fabián Ruiz,Apr 3 1996 (29),189 m,Central Midfield,29,3301.0,17/18,Achilles tendon problems,2017-11-26,"Dec 9, 2017",14 days,2,2017.0,29,21
Fabián Ruiz,Apr 3 1996 (29),189 m,Central Midfield,29,1166.0,15/16,Abdominal muscle strain,2016-01-20,"Feb 23, 2016",35 days,5,2016.0,29,20
Fabián Ruiz,Apr 3 1996 (29),189 m,Central Midfield,29,3086.0,14/15,,,,,,,,
Senny Mayulu,May 17 2006 (18),183 m,Central Midfield,18,1203.0,24/25,Calf problems,2024-11-18,"Dec 12, 2024",25 days,5,2024.0,18,17
Senny Mayulu,May 17 2006 (18),183 m,Central Midfield,18,4622.0,23/24,,,,,,,,
Senny Mayulu,May 17 2006 (18),183 m,Central Midfield,18,254.0,22/23,,,,,,,,
